cate_id,img_url,org_url,prd_nm,prd_id,rate_cnt,rate_val,sales_price,seller_nm,cate_nm
8303,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1597974450_123997_1.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/455712/selling?affect_type=StoreSearchResult&affect_id=5,빈티지 플리츠 와인잔 2P 세트,455712,729,4.7,"9,900",오늘의집,술맛달달술잔
8301,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/158579246130276903.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/268485/selling?affect_type=StoreSearchResult&affect_id=1,파티장식세트 DA / 파티풍선 하트 러브 프로포즈 파티용품세트,268485,57,4.7,"11,400",오늘의집,파티용필수장식
8303,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1569915554_102532_1.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/183710/selling?affect_type=StoreSearchResult&affect_id=11,집사 심쿵 네코 고양이발컵,183710,545,4.6,"9,900",오늘의집,술맛달달술잔
8303,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160422696171863188.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/545302/selling?affect_type=StoreSearchResult&affect_id=7,"어반 고블렛& 미니비어 (맥주잔, 와인잔, 카페유리컵)  ",545302,397,4.8,"6,900",오늘의집,술맛달달술잔
8304,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/157965665950443081.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/234836/selling?affect_type=StoreSearchResult&affect_id=2,미니 냉장고 6L 화장품 음료수 차량용 냉온장고 겸용,234836,12,4.7,"57,000",오늘의집,알콜력상승아이템
8304,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160489942923544453.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/557759/selling?affect_type=StoreSearchResult&affect_id=1,미국 아마존 4년연속 판매 1위! 와인용품 3초의 기적! 와인에어레이터,557759,205,4.7,"17,900",오늘의집,알콜력상승아이템
8304,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160871099036627202.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/626418/selling?affect_type=StoreSearchResult&affect_id=5,소주 더이상 흔들지마세요! 호락 소주에어레이터 (소주 전용 핫템),626418,4,4.3,"17,000",오늘의집,알콜력상승아이템
8302,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1498126907347_hug.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/30632/selling?affect_type=StoreSearchResult&affect_id=2,"(주문제작) 나만의 빛이 필요할때, 네온사인",30632,621,4.6,"35,500",오늘의집,턴업조명
8304,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160455543892780850.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/553644/selling?affect_type=StoreSearchResult&affect_id=2,불나 LED 소주병 홀더,553644,22,4.7,"2,900",오늘의집,알콜력상승아이템
8304,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160186462523548160.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/501717/selling?affect_type=StoreSearchResult&affect_id=2,ORD-092A0W 소형냉장고 92L 화이트 원룸 미니냉장고,501717,4,5.0,"136,400",오늘의집,알콜력상승아이템
