cate_id,img_url,org_url,prd_nm,prd_id,rate_cnt,rate_val,sales_price,seller_nm,cate_nm,check
8104,//oneroommaking.com/web/product/big/202104/0a32eda106d12bb81905e431c2264b72.jpeg,https://oneroommaking.com/product/detail.html?product_no=3105&cate_no=128&display_group=1,PVC 테이블 투명매트,3105,1,5.0,"11,380",원룸만들기,식탁보/테이블매트,성공
8103,//oneroommaking.com/web/product/big/202103/5d24b29467842ae168e259efbd3088a3.jpg,https://oneroommaking.com/product/detail.html?product_no=2993&cate_no=147&display_group=1,캠브로 카페 트레이,2993,9,5.0,"13,000",원룸만들기,포인트그릇/식기,성공
8104,//oneroommaking.com/web/product/big/201905/ff870ff43a412961619d8afc0d4fa105.jpg,https://oneroommaking.com/product/detail.html?product_no=1241&cate_no=171&display_group=1,라탄 코스터 모음,1241,22,5.0,"4,500",원룸만들기,식탁보/테이블매트,성공
8105,//oneroommaking.com/web/product/big/201809/66442be3142ae142ca90f07327b6e40d.jpg,https://oneroommaking.com/product/detail.html?product_no=683&cate_no=123&display_group=1,디카페 에스프레소 커피머신,683,99,4.4,"45,000",원룸만들기,홈카페가전,성공
8105,//oneroommaking.com/web/product/big/202010/ca3934082482e08501d03435be1c9f29.jpg,https://oneroommaking.com/product/detail.html?product_no=2627&cate_no=171&display_group=1,자일렉 컵와플 메이커,2627,5,4.6,"25,900",원룸만들기,홈카페가전,성공
8105,//oneroommaking.com/web/product/big/202008/a32a6167c9246af7c5fc946bda0ca23d.jpg,https://oneroommaking.com/product/detail.html?product_no=2466&cate_no=171&display_group=1,무전력 핸디 커피 머신,2466,75,4.6,"21,900",원룸만들기,홈카페가전,성공
8105,//oneroommaking.com/web/product/big/20200604/446307cb3b2d88c07068cd5c765d5c27.jpg,https://oneroommaking.com/product/detail.html?product_no=2289&cate_no=171&display_group=1,더쉐프 에스프레소 커피머신,2289,65,4.6,"99,000",원룸만들기,홈카페가전,성공
8105,//oneroommaking.com/web/product/big/202103/0b79e205f857e6712df1871703e33e73.jpg,https://oneroommaking.com/product/detail.html?product_no=1407&cate_no=123&display_group=1,미니 커피메이커,1407,26,4.8,"23,900",원룸만들기,홈카페가전,성공
8105,//oneroommaking.com/web/product/big/202101/41450ff5144eaa63ee5cd35f4731f5a5.jpg,https://oneroommaking.com/product/detail.html?product_no=2903&cate_no=171&display_group=1,디벨라 커피머신,2903,17,5.0,"79,000",원룸만들기,홈카페가전,성공
8105,//oneroommaking.com/web/product/big/202009/16b3e2dc7ad56200c2100f572ab1679d.jpg,https://oneroommaking.com/product/detail.html?product_no=2586&cate_no=171&display_group=1,에어프라이어 1.5L & 토스터,2586,18,4.8,"17,900",원룸만들기,홈카페가전,성공
8105,//oneroommaking.com/web/product/big/201907/be7aa69e6ec86c76291516fdd9d91241.jpg,https://oneroommaking.com/product/detail.html?product_no=639&cate_no=105&display_group=1,아띠랑스 무선 전기 주전자,639,12,5.0,"32,900",원룸만들기,홈카페가전,성공
8105,//oneroommaking.com/web/product/big/20191211/7047083a6b497b65d52d30a7134234bf.jpg,https://oneroommaking.com/product/detail.html?product_no=1809&cate_no=123&display_group=1,폴바롤 전기 토스터/포트기,1809,52,4.8,"35,900",원룸만들기,홈카페가전,성공
8201,//oneroommaking.com/web/product/big/20200319/17857f6931f12c482e619a1f16f6e516.jpg,https://oneroommaking.com/product/detail.html?product_no=2070&cate_no=105&display_group=1,트루베 수납 침대 모음,2070,115,4.7,"99,000",원룸만들기,집콕모드가구,성공
8201,//oneroommaking.com/web/product/big/202011/5ac897a4b42fab528c15728b5a5813bd.jpg,https://oneroommaking.com/product/detail.html?product_no=2723&cate_no=84&display_group=1,LED 수납 침대 모음,2723,43,5.0,"189,000",원룸만들기,집콕모드가구,성공
8202,//oneroommaking.com/web/product/big/202104/f79217657e3aa585f21b8e12116be6de.jpg,https://oneroommaking.com/product/detail.html?product_no=3097&cate_no=123&display_group=1,삼각 등받이 쿠션,3097,11,4.7,"29,900",원룸만들기,세상편한쿠션,성공
8202,//oneroommaking.com/web/product/big/20200227/dc9be3c65297b60f1f0f38490371e879.jpg,https://oneroommaking.com/product/detail.html?product_no=2023&cate_no=131&display_group=1,건빵 베개,2023,41,4.8,"14,900",원룸만들기,세상편한쿠션,성공
8202,//oneroommaking.com/web/product/big/202008/ef0dddd6fe4458ce18dd5aefe32f4306.jpg,https://oneroommaking.com/product/detail.html?product_no=2520&cate_no=134&display_group=1,안김 삼각 쿠션,2520,236,4.6,"25,000",원룸만들기,세상편한쿠션,성공
8201,//oneroommaking.com/web/product/big/202012/01bdcf655601045c541840c03d3b5772.jpg,https://oneroommaking.com/product/detail.html?product_no=1165&cate_no=84&display_group=1,저상형 LED 수납침대,1165,132,4.3,"32,900",원룸만들기,집콕모드가구,성공
